cd_pleito,nu_processo_sei,nm_pleito,sg_pleito,nm_proponente,de_tipo_operacao,de_fase,de_fonte,sg_fonte,nm_moeda,vl_financiamento_dolar,vl_contrapartida_dolar,de_esfera,nm_regiao,nm_uf,sg_uf,dt_ultimo_recebimento,dt_primeira_cofiex,dt_validade_recomendacao,dt_reuniao_negociacao,dt_publicacao_dou,dt_assinatura,dt_ultimo_desembolso_original,dt_ultimo_desembolso_vigente,nu_operacao,de_tipo_operacao_padronizado,de_fase_padronizado,de_esfera_padronizado,nm_regiao_padronizado,sg_uf_padronizado,sg_fonte_padronizado,flag_sem_fonte,flag_sem_financiamento,flag_sem_contrapartida,flag_sem_primeira_cofiex,flag_sem_assinatura,dt_ultimo_recebimento_original,dt_primeira_cofiex_original,dt_validade_recomendacao_original,dt_reuniao_negociacao_original,dt_publicacao_dou_original,dt_assinatura_original,dt_ultimo_desembolso_original_original,dt_ultimo_desembolso_vigente_original,flag_data_extrema,flag_financiamento_nulo_zero,flag_contrapartida_maior_financiamento,flag_outlier_financeiro,nm_moeda_padronizado,de_fonte_padronizado,flag_recebimento_placeholder,flag_data_sentinela,ano_recebimento,ano_primeira_cofiex,ano_assinatura,valor_total_dolar,percentual_contrapartida,prazo_recebimento_cofiex,prazo_cofiex_assinatura,prazo_assinatura_desembolso,flag_valor_negativo,flag_financiamento_zero,flag_contrapartida_zero,flag_cronologia_invalida,flag_cd_pleito_repetido,qtd_ocorrencias_cd_pleito,flag_nu_operacao_repetida
59196,,Programa de Requalificação do Sistema Viário e da Circulação de Pedestres de Florianópolis,SISTEMA VIÁRIO FLORIANÓPOLIS,Município de Florianópolis - SC,Operação de crédito externo,Arquivado,Corporação Andina de Fomento - CAF,CAF,Dólar,10793000.0,7196000.0,Municipal,Sul,Santa Catarina,SC,2005-07-12,2005-11-08,,,2005-11-23,,,,,Operação de crédito externo,Arquivado,Municipal,Sul,SC,CAF,False,False,False,False,True,2005-07-12,2005-11-08,,,2005-11-23,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2005.0,2005.0,,17989000.0,0.4000222358107732,119.0,,,False,False,False,False,False,1,False
59197,03400.001377/2013-94,Programa de Desenvolvimento Urbano e Inclusão Social de Niterói - 1ª Fase,NITERÓI URBANO,Município de Niterói - RJ,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,26470000.0,17660000.0,Municipal,Sudeste,Rio de Janeiro,RJ,2005-07-27,2005-11-08,2007-11-23,2007-10-26,2005-11-23,2014-02-28,2018-02-28,2021-08-28,2941/OC-BR,Operação de crédito externo,Repagamento,Municipal,Sudeste,RJ,BID,False,False,False,False,False,2005-07-27,2005-11-08,2007-11-23,2007-10-26,2005-11-23,2014-02-28,2018-02-28,2021-08-28,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2005.0,2014.0,44130000.0,0.4001812825742125,104.0,3034.0,2738.0,False,False,False,False,False,1,False
59198,,Apoio ao Sistema de Proteção da Amazônia,CENSIPAM,Casa Civil Presidência da República,Doações,Finalizada,Banco Interamericano de Desenvolvimento - BID/JSF,BID/JSF,Dólar,750000.0,250000.0,Federal,Nacional,Distrito Federal,DF,2005-08-16,2005-09-19,,,2005-10-04,2006-06-06,2008-12-06,2009-07-07,BR-T1014,Doações,Finalizada,Federal,Nacional,DF,BID/JSF,False,False,False,False,False,2005-08-16,2005-09-19,,,2005-10-04,2006-06-06,2008-12-06,2009-07-07,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID/JSF,False,False,2005.0,2005.0,2006.0,1000000.0,0.25,34.0,260.0,1127.0,False,False,False,False,False,1,False
59199,03400.001338/2005-87,Programa de Requalificação Urbana com Inclusão Social - PREURBIS,PREURBIS - FORTALEZA,Município de Fortaleza - CE,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,59400000.0,39600000.0,Municipal,Nordeste,Ceará,CE,2005-08-04,2005-12-13,2009-12-28,2009-09-24,2005-12-28,2010-09-03,2015-09-03,2016-09-03,2221/OC-BR,Operação de crédito externo,Repagamento,Municipal,Nordeste,CE,BID,False,False,False,False,False,2005-08-04,2005-12-13,2009-12-28,2009-09-24,2005-12-28,2010-09-03,2015-09-03,2016-09-03,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2005.0,2010.0,99000000.0,0.4,131.0,1725.0,2192.0,False,False,False,False,False,1,False
59200,,Projeto de Combate ao Tráfico Ilícito de Drogas e ao Crime Organizado,COMBATE AO TRÁFICO,República Federativa do Brasil,Doações,Arquivado,Governo dos Estados Unidos da América - EUA,GOV. EUA,Dólar,6122000.0,,Federal,Nacional,Distrito Federal,DF,2005-08-05,2005-11-08,,,2005-11-23,,,,,Doações,Arquivado,Federal,Nacional,DF,GOV. EUA,False,False,True,False,True,2005-08-05,2005-11-08,,,2005-11-23,,,,False,False,False,False,Dólar,Governo dos Estados Unidos da América - EUA,False,False,2005.0,2005.0,,6122000.0,0.0,95.0,,,False,False,False,False,False,1,False
59201,03400.001350/2005-91,Programa de Apoio às Reformas Sociais do Ceará - Fase II,PROARES II - CE,Estado do Ceará,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,45000000.0,19260000.0,Estadual,Nordeste,Ceará,CE,2005-08-09,2005-12-13,2009-06-28,2009-04-16,2005-12-28,2009-12-22,2014-12-22,2017-12-22,2230,Operação de crédito externo,Repagamento,Estadual,Nordeste,CE,BID,False,False,False,False,False,2005-08-09,2005-12-13,2009-06-28,2009-04-16,2005-12-28,2009-12-22,2014-12-22,2017-12-22,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2005.0,2009.0,64260000.0,0.299719887955182,126.0,1470.0,2922.0,False,False,False,False,False,1,False
59202,,Programa de Saneamento Ambiental e Desenvolvimento Urbano de São Gonçalo-RJ,CONSTRUINDO O FUTURO,Município de São Gonçalo - RJ,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,10000000.0,10000000.0,Municipal,Sudeste,Rio de Janeiro,RJ,2005-08-16,2006-06-06,,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,RJ,BID,False,False,False,False,True,2005-08-16,2006-06-06,,,2006-06-06,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,,20000000.0,0.5,294.0,,,False,False,False,False,False,1,False
59204,03400.001146/2013-81,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Estado de São Paulo,MANANCIAIS ALTO TIETÊ-GESP,Estado de São Paulo,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,4000000.0,56495000.0,Estadual,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,2009-06-06,2009-01-30,2006-06-06,2010-09-27,2015-09-30,2017-03-30,7661-0,Operação de crédito externo,Repagamento,Estadual,Sudeste,SP,BIRD,False,False,False,False,False,2005-08-17,2006-05-05,2009-06-06,2009-01-30,2006-06-06,2010-09-27,2015-09-30,2017-03-30,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,2010.0,60495000.0,0.9338788329614016,261.0,1606.0,2376.0,False,False,False,False,False,1,False
59205,03400.001145/2013-36,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - SABESP,MANANCIAIS ALTO TIETÊ- SABESP,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,100000000.0,25000000.0,Estadual,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,2010-06-06,2009-01-30,2006-06-06,2009-10-28,2017-03-30,2017-07-30,76620/IBRD,Operação de crédito externo,Repagamento,Estadual,Sudeste,SP,BIRD,False,False,False,False,False,2005-08-17,2006-05-05,2010-06-06,2009-01-30,2006-06-06,2009-10-28,2017-03-30,2017-07-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,2009.0,125000000.0,0.2,261.0,1272.0,2832.0,False,False,False,False,False,1,False
59206,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de Santo André/SP,Man Alto Tietê - Mun. S André/SP,Município de Santo André - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,6717000.0,7275000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2005-08-17,2006-05-05,,,2006-06-06,,,,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,,13992000.0,0.5199399656946827,261.0,,,False,False,False,False,False,1,False
59207,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de São Bernardo do Campo/SP,MANANCIAIS ALTO TIETÊ-MUN. SBC/SP,Município de São Bernardo do Campo - SP,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,20820000.0,20580000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,2012-06-06,2012-01-26,2006-06-06,2012-10-29,2015-09-30,2015-09-30,81490-IBRD,Operação de crédito externo,Repagamento,Municipal,Sudeste,SP,BIRD,False,False,False,False,False,2005-08-17,2006-05-05,2012-06-06,2012-01-26,2006-06-06,2012-10-29,2015-09-30,2015-09-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,2012.0,41400000.0,0.4971014492753623,261.0,2369.0,1066.0,False,False,False,False,False,1,False
59208,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de Diadema/SP,Man.Alto Tietê-Mun. Diadema/SP,Município de Diadema - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,0.0,4183000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2005-08-17,2006-05-05,,,2006-06-06,,,,False,True,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,,4183000.0,1.0,261.0,,,False,True,False,False,False,1,False
59209,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de Guarulhos/SP,MANANCIAIS ALTO TIETÊ-MUN.GUARULHOS,Município de Guarulhos - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,5600000.0,5340000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,2011-06-06,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2005-08-17,2006-05-05,2011-06-06,,2006-06-06,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,,10940000.0,0.4881170018281535,261.0,,,False,False,False,False,False,1,False
59210,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de Mogi das Cruzes/SP,Manan Alto Tietê-Mun. Mcruzes/SP,Município de Mogi das Cruzes - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,0.0,2334000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2005-08-17,2006-05-05,,,2006-06-06,,,,False,True,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,,2334000.0,1.0,261.0,,,False,True,False,False,False,1,False
59211,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de Suzano/SP,Manan Alto Tietê-Mun. Suzano/SP,Município de Suzano - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,1034000.0,1056000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2005-08-17,2006-05-05,,,2006-06-06,,,,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,,2090000.0,0.5052631578947369,261.0,,,False,False,False,False,False,1,False
59212,,Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Município de São Paulo/SP,Manan Alto Tietê-Mun. S.Paulo/SP,Município de São Paulo - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,0.0,48001000.0,Municipal,Sudeste,São Paulo,SP,2005-08-17,2006-05-05,2009-06-06,2009-01-30,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2005-08-17,2006-05-05,2009-06-06,2009-01-30,2006-06-06,,,,False,True,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,,48001000.0,1.0,261.0,,,False,True,False,False,False,1,False
59213,,Programa de Consolidação e Melhorias de Infra-estrutura Municipal de Guarapuava/PR,Guarapuava pra você,Município de Guarapuava - PR,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,11000000.0,13000000.0,Municipal,Sul,Paraná,PR,2005-08-19,2006-12-07,2009-12-28,,2006-12-28,,,,,Operação de crédito externo,Arquivado,Municipal,Sul,PR,BID,False,False,False,False,True,2005-08-19,2006-12-07,2009-12-28,,2006-12-28,,,,False,False,True,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,,24000000.0,0.5416666666666666,475.0,,,False,False,False,False,False,1,False
59214,03400.001456/2005-95,"Diagnósticos, Perspectivas e Alternativas para o Desenvolvimento do Brasil",IPEA Pesquisa,República Federativa do Brasil,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,7150000.0,1650000.0,Federal,Nacional,Distrito Federal,DF,2005-09-01,2005-12-13,2007-12-28,2006-12-20,2005-12-28,2009-09-15,2014-09-15,2016-09-15,1841,Operação de crédito externo,Repagamento,Federal,Nacional,DF,BID,False,False,False,False,False,2005-09-01,2005-12-13,2007-12-28,2006-12-20,2005-12-28,2009-09-15,2014-09-15,2016-09-15,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2005.0,2009.0,8800000.0,0.1875,103.0,1372.0,2557.0,False,False,False,False,False,1,False
59215,,Programa de Desenvolvimento Social e Ambiental de Ananindeua,SANEAR ANANINDEUA,Município de Ananindeua - PA,Operação de crédito externo,Arquivado,Corporação Andina de Fomento - CAF,CAF,Dólar,15000000.0,10000000.0,Municipal,Norte,Pará,PA,2005-08-26,2005-12-13,,,2005-12-28,,,,,Operação de crédito externo,Arquivado,Municipal,Norte,PA,CAF,False,False,False,False,True,2005-08-26,2005-12-13,,,2005-12-28,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2005.0,2005.0,,25000000.0,0.4,109.0,,,False,False,False,False,False,1,False
59216,,Programa Nacional de Desenvolvimento dos Recursos Hídricos - ProÁgua Nacional -1ª Fase,PROÁGUA NACIONAL-1ª FASE,República Federativa do Brasil,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,100000000.0,150000000.0,Federal,Nacional,Distrito Federal,DF,2005-08-26,2006-11-24,,,2006-11-24,2007-09-20,2009-12-21,2009-12-21,7420-0,Operação de crédito externo,Repagamento,Federal,Nacional,DF,BIRD,False,False,False,False,False,2005-08-26,2006-11-24,,,2006-11-24,2007-09-20,2009-12-21,2009-12-21,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,2007.0,250000000.0,0.6,455.0,300.0,823.0,False,False,False,False,False,1,False
59217,03400.001485/2005-57,Programa de Desenvolvimento Urbano e Inclusão Social de Vitória,DES.SOCIAL/URBANO-VITORIA,Município de Vitória - ES,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,39100000.0,38262045.95,Municipal,Sudeste,Espírito Santo,ES,2005-09-02,2005-12-13,2008-12-28,2008-03-05,2005-12-28,2008-08-14,2012-08-14,2017-02-14,1986/OC-BR,Operação de crédito externo,Repagamento,Municipal,Sudeste,ES,BID,False,False,False,False,False,2005-09-02,2005-12-13,2008-12-28,2008-03-05,2005-12-28,2008-08-14,2012-08-14,2017-02-14,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2005.0,2008.0,77362045.95,0.4945842044395931,102.0,975.0,3106.0,False,False,False,False,False,1,False
59218,,Programa de Recuperação das Áreas Degradadas do Vale do Córrego Gumitá e Revitalização do Entorno,PROJETO CÓRREGO GUMITÁ,Município de Cuiabá - MT,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,11400000.0,7600000.0,Municipal,Centro-Oeste,Mato Grosso,MT,2005-09-15,2005-12-13,2008-12-28,2008-08-20,2005-12-28,,,,,Operação de crédito externo,Arquivado,Municipal,Centro-Oeste,MT,FONPLATA,False,False,False,False,True,2005-09-15,2005-12-13,2008-12-28,2008-08-20,2005-12-28,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2005.0,2005.0,,19000000.0,0.4,89.0,,,False,False,False,False,False,1,False
59219,,Projeto de Desenvolvimento Sócio-Ambiental de Corumbá (Estado MS),PROJETO NOVO BAIRRO-MS,Estado de Mato Grosso do Sul,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,10000000.0,2500000.0,Estadual,Centro-Oeste,Mato Grosso do Sul,MS,2005-09-15,2006-05-05,,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Estadual,Centro-Oeste,MS,FONPLATA,False,False,False,False,True,2005-09-15,2006-05-05,,,2006-06-06,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2005.0,2006.0,,12500000.0,0.2,232.0,,,False,False,False,False,False,1,False
59220,,Projeto de Redução da Pobreza Rural do Estado da Paraiba-PCPR/COOPERAR,PCPR - PB/ COOPERAR,Estado da Paraíba,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,20900000.0,7000000.0,Estadual,Nordeste,Paraíba,PB,2005-09-14,2006-12-07,2008-12-28,2008-10-16,2006-12-28,2010-04-28,2013-02-28,2014-02-28,7628-0,Operação de crédito externo,Repagamento,Estadual,Nordeste,PB,BIRD,False,False,False,False,False,2005-09-14,2006-12-07,2008-12-28,2008-10-16,2006-12-28,2010-04-28,2013-02-28,2014-02-28,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,2010.0,27900000.0,0.2508960573476702,449.0,1238.0,1402.0,False,False,False,False,False,1,False
59221,,Sustainable Management of the Shared Marine Resources of the Caribbean Large Marine Ecosystem and Adjacent Regions (regional),CLME,República Federativa do Brasil,Contribuição Financeira não Reembolsável GEF,Finalizada,GEF/Programa de Desenvolvimento das Nações Unidas-PNUD,GEF/PNUD,Dólar,8506000.0,49550000.0,Federal,Nacional,Distrito Federal,DF,2005-09-23,,,,,,2012-12-30,2012-12-30,,Contribuição financeira não reembolsável,Finalizada,Federal,Nacional,DF,GEF/PNUD,False,False,False,True,True,2005-09-23,,,,,,2012-12-30,2012-12-30,False,False,True,False,Dólar,GEF/Programa de Desenvolvimento das Nações Unidas-PNUD,False,False,2005.0,,,58056000.0,0.8534862891001791,,,,False,False,False,False,False,1,False
59222,,Política e Monitoramento do Bioma Cerrado (Cerrado Policy and Biome Monitoring Subproject) Fase I,MMA CERRADO SUSTENTÁVEL,República Federativa do Brasil,Contribuição Financeira não Reembolsável GEF,Arquivado,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,GEF/BIRD,Dólar,3000000.0,6600000.0,Federal,Nacional,Distrito Federal,DF,2005-09-23,2005-11-08,,,2005-11-23,,,,,Contribuição financeira não reembolsável,Arquivado,Federal,Nacional,DF,GEF/BIRD,False,False,False,False,True,2005-09-23,2005-11-08,,,2005-11-23,,,,False,False,True,False,Dólar,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2005.0,,9600000.0,0.6875,46.0,,,False,False,False,False,False,1,False
59223,,Brasil: Projeto GEF/Goiás para o Cerrado Sustentável (Brazil: Goias GEF Sustainable Cerrado Project),GOIAS CERRADO SUSTENTÁVEL,Estado de Goiás,Contribuição Financeira não Reembolsável GEF,Arquivado,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,GEF/BIRD,Dólar,2500000.0,6300000.0,Estadual,Centro-Oeste,Goiás,GO,2005-09-23,2005-11-08,,,2005-11-23,,,,,Contribuição financeira não reembolsável,Arquivado,Estadual,Centro-Oeste,GO,GEF/BIRD,False,False,False,False,True,2005-09-23,2005-11-08,,,2005-11-23,,,,False,False,True,False,Dólar,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2005.0,,8800000.0,0.7159090909090909,46.0,,,False,False,False,False,False,1,False
59224,,Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Natal - Fase 1,NATAL DO FUTURO - FASE 1,Município de Natal - RN,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,33780000.0,22520000.0,Municipal,Nordeste,Rio Grande do Norte,RN,2005-09-21,2005-12-13,,,2005-12-28,,,,,Operação de crédito externo,Arquivado,Municipal,Nordeste,RN,BID,False,False,False,False,True,2005-09-21,2005-12-13,,,2005-12-28,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2005.0,,56300000.0,0.4,83.0,,,False,False,False,False,False,1,False
59225,,Programa de Desenvolvimento Urbano e Inclusão Social de João Pessoa - Fase I,PRODURB-SOCIAL - FASE I,Município de João Pessoa - PB,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,25000000.0,25000000.0,Municipal,Nordeste,Paraíba,PB,2005-09-26,2006-05-05,,,2006-06-08,,,,,Operação de crédito externo,Arquivado,Municipal,Nordeste,PB,BID,False,False,False,False,True,2005-09-26,2006-05-05,,,2006-06-08,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,,50000000.0,0.5,221.0,,,False,False,False,False,False,1,False
59226,,Programa de Saneamento da Bacia da Estrada Nova,PROMABEN,Município de Belém - PA,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,68750000.0,68750000.0,Municipal,Norte,Pará,PA,2005-09-28,2006-06-06,2009-06-06,2008-06-03,2006-06-06,2009-04-02,2014-04-02,2014-04-02,1998,Operação de crédito externo,Repagamento,Municipal,Norte,PA,BID,False,False,False,False,False,2005-09-28,2006-06-06,2009-06-06,2008-06-03,2006-06-06,2009-04-02,2014-04-02,2014-04-02,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,2009.0,137500000.0,0.5,251.0,1031.0,1826.0,False,False,False,False,False,1,False
59227,,PROGRAMA TRANSPORTE E MOBILIDADE URBANA - VIVA CIDADE,VIVA CIDADE,Município de Itajaí - SC,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,13200000.0,13200000.0,Municipal,Sul,Santa Catarina,SC,2005-09-29,2006-05-05,2010-06-08,2010-04-28,2006-06-08,,,,2329,Operação de crédito externo,Arquivado,Municipal,Sul,SC,BID,False,False,False,False,True,2005-09-29,2006-05-05,2010-06-08,2010-04-28,2006-06-08,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,,26400000.0,0.5,218.0,,,False,False,False,False,False,1,False
59228,,Programa de Integração da Malha Rodoviária do Rio Grande do Sul,Rodovias RS/ BID II,Estado do Rio Grande do Sul,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,150000000.0,75000000.0,Estadual,Sul,Rio Grande do Sul,RS,2005-09-29,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Sul,RS,BID,False,False,False,True,True,2005-09-29,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,,,225000000.0,0.3333333333333333,,,,False,False,False,False,False,1,False
59229,,"Programa de Macrodrenagem, Recuperação Ambiental e Desenvolvimento Urbano de Canoas/RS",PRÓ-CANOAS,Município de Canoas - RS,Operação de crédito externo,Repagamento,Corporação Andina de Fomento - CAF,CAF,Dólar,15077000.0,15076500.0,Municipal,Sul,Rio Grande do Sul,RS,2005-10-04,2006-09-04,,2007-10-22,2006-09-25,2007-12-28,2011-12-28,2011-09-30,CFX1115,Operação de crédito externo,Repagamento,Municipal,Sul,RS,CAF,False,False,False,False,False,2005-10-04,2006-09-04,,2007-10-22,2006-09-25,2007-12-28,2011-12-28,2011-09-30,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2005.0,2006.0,2007.0,30153500.0,0.4999917090884972,335.0,480.0,1372.0,False,False,False,True,False,1,False
59230,,Programa de Desenvolvimento Urbano Sustentável de Londrina,Urbano Sustentável-Londrina,Município de Londrina - PR,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,21450000.0,21450000.0,Municipal,Sul,Paraná,PR,2005-10-06,2006-05-05,2013-12-06,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Municipal,Sul,PR,BID,False,False,False,False,True,2005-10-06,2006-05-05,2013-12-06,,2006-06-06,,2225-01-01,2225-01-01,True,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,True,2005.0,2006.0,,42900000.0,0.5,211.0,,,False,False,False,False,False,1,False
59231,,Programa de Mobilidade Sustentável de Porto Alegre/RS,CIDADE ACESSIVEL,Município de Porto Alegre - RS,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,43650000.0,29490000.0,Municipal,Sul,Rio Grande do Sul,RS,2005-10-18,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sul,RS,BIRD,False,False,False,True,True,2005-10-18,,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,,,73140000.0,0.4031993437243642,,,,False,False,False,False,False,1,False
