cdCartaConsulta,nmProjeto,sgProjeto,nmSetor,nmSujeito,Regiao,nmUnidadeFederal,nmAbrangenciaNacional,TipoFinanciamento,sgFonte,VlDolar,CpVlDolar,sgMoeda,deFase,dtRecebimento,dtValidadeRecomendacao,dtReuniaoNegociacao,dtAprovDiretoria,dtAprovacaoSenado,nuResolucaoSenado,dtAssinatura,nuoperacao,dtPrimeiraAmortizacao,dtUltimaAmortizacao,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento
58730,PROGRAMA DE DESENVOLVIMENTO SUSTENTÁVEL DO ACRE- 1ª FASE,Desenv. Sustentável Acre I,MEIO AMBIENTE,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,64800000.0,43200000.0,US$,Repagamento,2000-07-05 00:00:00,1900-01-01 00:00:00,2002-04-04,2002-05-08,2002-06-05,23/2002,2002-06-23,1399,2007-06-15 00:00:00,2027-06-15 00:00:00,2006-06-23 00:00:00,2010-05-23 00:00:00,2000
58762,PROGRAMA DE DESENVOLVIMENTO SUSTENTÁVEL DO ACRE - 2ª FASE,Desenv. Sustentável Acre II,MEIO AMBIENTE,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,72000000.0,48000000.0,US$,Repagamento,2000-07-05 00:00:00,2002-10-26 00:00:00,2013-02-07,2013-04-10,2013-07-01,24/2013,2013-07-17,2928/OC-BR,2019-01-15 00:00:00,2038-07-15 00:00:00,2018-07-17 00:00:00,2021-11-17 00:00:00,2000
58868,PROGRAMA DE ZONEAMENTO AGROECOLÓGICO E SÓCIO-ECONÔMICO DO ESTADO DO ACRE,SÓCIO-ECONÔMICO,ENCARGOS ESPECIAIS,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,6600000.0,4300000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
59510,PROGRAMA DE INCLUSÃO SOCIAL E DESENVOLVIMENTO ECONÔMICO SUSTENTÁVEL DO ESTADO DO ACRE,PROACRE,EDUCAÇÃO,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,120000000.0,30000000.0,US$,Repagamento,2007-10-11 00:00:00,2010-01-08 00:00:00,2008-11-14,2008-12-18,2008-12-18,44/2008,2008-12-19,7625-BR,2016-04-15 00:00:00,2036-10-15 00:00:00,2015-03-31 00:00:00,2017-06-30 00:00:00,2007
59751,PROJETO DE APOIO À MODERNIZAÇÃO DA GESTÃO FISCAL DO ESTADO DO ACRE,PROFISCO/AC,FORTALECIMENTO INSTITUCIONAL,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,7000000.0,700000.0,US$,Arquivado,2010-02-26 00:00:00,2013-05-14 00:00:00,,,,,,,,,,,2010
59881,PROGRAMA DE SANEAMENTO AMBIENTAL E INCLUSÃO SOCIOECONÔMICA DO ACRE,PROSER - AC,AGRICULTURA,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,150000000.0,37500000.0,US$,Repagamento,2012-01-13 00:00:00,2014-06-14 00:00:00,2014-08-05,2014-09-29,2016-03-09,5/2016,2016-03-17,84420/IBRD,2019-12-15 00:00:00,2039-06-15 00:00:00,2020-03-31 00:00:00,2021-12-31 00:00:00,2012
59993,PROGRAMA DE DESENVOLVIMENTO DAS POLÍTICAS PÚBLICAS DO ESTADO DO ACRE,Acre Eficiente e Sustentável,ENCARGOS ESPECIAIS,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,250000000.0,0.0,US$,Repagamento,2013-08-20 00:00:00,2015-10-22 00:00:00,2013-10-30,2013-12-05,2013-12-04,56,2013-12-10,8310,2019-05-15 00:00:00,2039-11-15 00:00:00,2015-01-31 00:00:00,2015-07-31 00:00:00,2013
60278,PROGRAMA DE DESENVOLVIMENTO RURAL SUSTENTÁVEL DO ACRE,PDRS - AC,AGRICULTURA,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,70000000.0,30000000.0,US$,Arquivado,2016-10-14 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2016
60430,"PROGRAMA REDD EARLY MOVERS, ACRE FASE II",Programa REM Acre Fase II,MEIO AMBIENTE,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,DOAÇÕES,KfW/DOAÇÃO,11859130.0,0.0,€,Arquivado,2017-08-03 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2017
60466,"PROGRAMA REDD EARLY MOVERS, ACRE FASE II","Programa REM Acre, Fase II",MEIO AMBIENTE,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,DOAÇÕES,KfW/DOAÇÃO,10000000.0,0.0,€,Em execução,2017-10-24 00:00:00,2019-11-10 00:00:00,,2017-11-13,,,2017-11-14,201669092,,,,,2017
60752,PROGRAMA DE INFRAESTRUTURA E SANEAMENTO DO ESTADO DO ACRE - PROISA,PROISA,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,FONPLATA,39000000.0,9750000.0,US$,Aguardando Assinatura,2022-02-09 00:00:00,2024-04-25 00:00:00,2023-07-14,,,,,,,,,,2022
60847,"PROGRAMA DE SUSTENTABILIDADE FISCAL, EFICIÊNCIA E EFICÁCIA DO GASTO PÚBLICO DO ESTADO DO ACRE_X000D_",Pro-Gestão Acre,FORTALECIMENTO INSTITUCIONAL,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,40000000.0,5000000.0,US$,Em execução,2022-02-10 00:00:00,2024-04-25 00:00:00,2023-06-16,2023-07-24,2024-02-03,48,2024-05-15,9583-BR,,,2028-12-29 00:00:00,,2022
61011,PROGRAMA ACRE MAIS PRODUTIVO - PROAMP,,DESENVOLVIMENTO SOCIAL,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,56000000.0,14000000.0,US$,Em preparação,2023-09-29 00:00:00,2025-12-19 00:00:00,,,,,,,,,,,2023
61119,PROGRAMA DE DESENVOLVIMENTO DAS CADEIAS PRODUTIVAS PARA GERAÇÃO DE EMPREGO NO ESTADO DO ACRE,PROCAPE,DESENVOLVIMENTO SOCIAL,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,DOAÇÕES,FOCEM,12750000.0,,US$,Em preparação,2024-04-17 00:00:00,2026-05-13 00:00:00,,,,,,,,,,,2024
61187,PROGRAMA DE MODERNIZAÇÃO DA GESTÃO FISCAL DO ESTADO DO ACRE - PROFISCO III AC,PROFISCO III - AC,FORTALECIMENTO INSTITUCIONAL,ESTADO DO ACRE,NORTE,Estado do Acre,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,36400000.0,3640000.0,US$,Aguardando Cofiex,2024-10-24 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
57981,PROJ. INFRAESTRUTURA A ATIVIDADES PODUT. SUSTENTAVEIS AMAPA,PROJETO AMAPÁ,MEIO AMBIENTE,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
58147,MODERNIZAÇÃO DE FORT. DA ADMIN. TRIBUTÁRIA - AP,TRIBUTÁRIO - AP,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1996-05-08 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1996
58350,SANEAMENTO AMBIENTAL URBANO - AMAPÁ,SANEAMENTO - AP,SANEAMENTO BÁSICO,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1997-05-26 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1997
58819,PROJETO DE DESENVOLVIMENTO DAS COMUNIDADES RURAIS DO ESTADO DO AMAPÁ,COMUNIDADES RURAIS-AMAPÁ,MEIO AMBIENTE,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,4572000.0,1655000.0,US$,Finalizada,2001-05-17 00:00:00,1900-01-01 00:00:00,2004-10-26,2004-12-07,2006-02-09,09/2006,2006-06-02,7265-0,2012-05-15 00:00:00,2019-11-15 00:00:00,2010-12-31 00:00:00,2010-12-31 00:00:00,2001
58876,PROGRAMA DE MELHORIA DA QUALIDADE AMBIENTAL URBANA DO AMAPÁ,Qualidade Ambiental Amapá - 1ª FASE,SANEAMENTO BÁSICO,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,21000000.0,14000000.0,US$,Arquivado,2001-07-19 00:00:00,2010-07-13 00:00:00,,,,,,,,,,,2001
58887,PROGRAMA DE DESENVOLVIMENTO SUSTENTÁVEL DO ESTADO DO AMAPÁ - 2ª FASE,PDSA/AMAPÁ - 2ª FASE,SANEAMENTO BÁSICO,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,21000000.0,14000000.0,US$,Arquivado,2001-07-19 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2001
59192,PROJETO CORREDOR DE BIODIVERSIDADE DO AMAPÁ - PDF-B,Biodiversidade Amapá,MEIO AMBIENTE,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/BIRD,200000.0,200000.0,US$,Arquivado,2005-07-04 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2005
59290,FONTE DE ENERGIA RENOVÁVEL,ENERGIA RENOVAVEL,MEIO AMBIENTE,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,350000.0,100000.0,R$,Arquivado,2005-12-28 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2005
59541,PROGRAMA DE INFRA-ESTRUTURA RODOVIÁRIA DO ESTADO DO AMAPÁ, Rodoviário  Amapá,LOGÍSTICA E TRANSPORTE,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,138142000.0,59203000.0,US$,Arquivado,2008-02-25 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2008
59552,PROGRAMA DE MODERNIZAÇÃO DA ADMINISTRAÇÃO FISCAL DO AMAPÁ,PROFISCO - AMAPÁ,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,7000000.0,778000.0,US$,Arquivado,2008-03-18 00:00:00,2013-07-11 00:00:00,2013-10-17,2013-12-12,,,,3119/OC-BR,,,,,2008
59573,PROGRAMA NACIONAL DE DESENVOLVIMENTO DO TURISMO NO ESTADO DO AMAPÁ - 1ª FASE,PRODETUR NACIONAL  -AP - 1ª Fase,COMÉRCIO E SERVIÇOS (TURISMO),ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,54000000.0,36000000.0,US$,Arquivado,2008-06-04 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2008
60012,LIGANDO MITIGAÇÃO DAS MUDANÇAS CLIMÁTICAS AO MANEJO FLORESTAL COMUNITÁRIO NO AMAPÁ_X000D_,"Comunidades, Floresta e Clima no Amapá",MEIO AMBIENTE,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,DOAÇÕES,BID/ASSIST.TÉC,300000.0,0.0,US$,Repagamento,2013-10-14 00:00:00,2015-12-01 00:00:00,,2013-10-28,,,2013-12-20,BR-T1275,,,2015-12-20 00:00:00,2016-04-20 00:00:00,2013
60506,PROJETO DE MODERNIZAÇÃO DA GESTÃO FISCAL DO ESTADO DO AMAPÁ,PROFISCO II AP,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAPÁ,NORTE,Estado do Amapá,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,30000000.0,3000000.0,US$,Repagamento,2018-04-18 00:00:00,2020-12-13 00:00:00,2019-11-12,2019-12-09,2023-11-16,38,2023-12-30,4930/OC-BR,2029-05-15 00:00:00,2048-11-15 00:00:00,2028-12-30 00:00:00,2023-12-30 00:00:00,2018
13051,PROGRAMA DE ACELERAÇÃO DO DESENVOLVIMENTO DA EDUCAÇÃO DO AMAZONAS,PADEAM - AM,DESENVOLVIMENTO SOCIAL,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,151180000.0,121826000.0,US$,Repagamento,2012-05-16 00:00:00,2014-08-20 00:00:00,2013-08-28,2013-09-24,2014-07-17,13/2014,2014-08-05,2992/OC-BR,2019-12-15 00:00:00,2039-06-15 00:00:00,2019-08-05 00:00:00,2022-08-05 00:00:00,2012
57774,SANEAMENTO AMBIENTAL - IGARAPÉS DE MANAUS,IGARAPÉS MANAUS,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,70000000.0,30000000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
57927,AMAZONAS URGENTE,AMAZONAS URGENTE,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
58310,COMUNIDADES PRODUTIVAS,COMUNIDADE PRODUTIVA,AGRICULTURA,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,45000000.0,5000000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
58311,MACRODRENAGEM E URBANIZAÇÃO DO IGARAPÉ DO MINDÚ,IGARAPÉ DO MINDU,MEIO AMBIENTE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,135000000.0,15000000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
58344,"PROGRAMA DE URBANIZAÇÃO, SANEAMENTO BÁSICO E AMBIENTAL DE IGARAPÉS",IGARAPÉS,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,50000000.0,50000000.0,US$,Arquivado,1997-04-23 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1997
58614,DESENVOLVIMENTO DA AGRICULTURA SUSTENTÁVEL DIRIGIDA AOS PEQUENOS E MÉDIOS PRODUTORES RURAIS DA REGIÃO AMAZÔNICA,DOAÇÃO FUMIN - ADHIMA,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAZONAS,NACIONAL,Estado do Amazonas,Federal,DOAÇÕES,BID/FUMIN,1000000.0,0.0,US$,Arquivado,1998-11-03 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1998
58962,PROGRAMA SOCIAL E AMBIENTAL DOS IGARAPÉS DE MANAUS - PROSAMIM- FASE I,IGARAPÉS MANAUS/PROSAMIM,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,140000000.0,60000000.0,US$,Repagamento,2003-02-28 00:00:00,1900-01-01 00:00:00,2005-11-03,2005-11-30,2005-12-15,70/2005,2006-01-19,1692/OC-BR    ,2012-02-20 00:00:00,2030-08-30 00:00:00,2012-01-19 00:00:00,2012-01-19 00:00:00,2003
59017,"IGARAPE 40 CLEANUP, MANAUS (NOTA CONCEITUAL)",IGARAPE 40,MEIO AMBIENTE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,9000000.0,19000000.0,US$,Arquivado,2003-08-11 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2003
59025,DOAÇÃO - PROJETO DE DESENVOLVIMENTO INTEGRADO DO AMAZONAS,DOAÇÃO AMAZONAS,MEIO AMBIENTE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,DOAÇÕES,WB-JG,959000.0,95000.0,US$,Repagamento,2003-09-02 00:00:00,1900-01-01 00:00:00,,2004-04-28,,,2004-04-28,52810,,,2007-02-28 00:00:00,2007-02-28 00:00:00,2003
59182,PROJETO DE DESENVOLVIMENTO SUSTENTÁVEL E DE SERVIÇOS BÁSICOS DO ALTO SOLIMÕES (APOIO AO PROGRAMA ZONA FRANCA VERDE),ZONA FRANCA VERDE-AM,SAÚDE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,24250000.0,10750000.0,US$,Finalizada,2005-10-04 00:00:00,2008-09-25 00:00:00,2007-12-20,2008-02-26,2008-07-11,22/2008,2008-08-12,75130-BR,2013-06-01 00:00:00,2024-12-01 00:00:00,2012-06-30 00:00:00,2014-06-25 00:00:00,2005
59267,PROJETO DE DESENVOLVIMENTO SUSTENTÁVEL DO SUL DO AMAZONAS,PLANDSUL,MEIO AMBIENTE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,200000000.0,50000000.0,US$,Arquivado,2009-06-03 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2009
59400,PROJETO DE DESENVOLVIMENTO REGIONAL DO ESTADO DO AMAZONAS PARA A ZONA FRANCA VERDE  PRODERAM  2ª FASE,PRODERAM - Segunda Fase,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,51750000.0,23250000.0,US$,Arquivado,2005-10-04 00:00:00,2020-12-31 00:00:00,,,,,,xxxx,,,,,2005
59464,PROGRAMA SOCIAL E AMBIENTAL DOS IGARAPÉS DE MANAUS -  FASE II,PROSAMIM - 2ª Fase,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,154000000.0,66000000.0,US$,Repagamento,2007-05-11 00:00:00,2010-08-29 00:00:00,2008-07-16,2008-08-06,2008-08-27,49/2008,2008-11-10,2006,2014-05-10 00:00:00,2033-11-10 00:00:00,2013-11-10 00:00:00,2014-07-10 00:00:00,2007
59465,PROGRAMA SOCIAL E AMBIENTAL DOS IGARAPÉS DE MANAUS - PROSAMIM III - 2ª FASE,PROSAMIM III   - 2ª Fase,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,140000000.0,60000000.0,US$,Arquivado,2010-06-17 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2010
59622,PROGRAMA SOCIAL E AMBIENTAL DOS IGARAPÉS DE MANAUS -  FINANCIAMENTO SUPLEMENTAR,PROSAMIM  - ADICIONAL,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,77000000.0,33000000.0,US$,Repagamento,2008-09-24 00:00:00,2010-12-18 00:00:00,2009-06-22,2009-07-15,2009-07-21,17/2009,2009-09-01,2165,2012-09-20 00:00:00,2034-03-20 00:00:00,2012-09-01 00:00:00,2013-09-01 00:00:00,2008
59658,DOAÇÃO - ACESSO AOS SERVIÇOS PÚBLICOS DE ESGOTAMENTO SANITÁRIO PARA AS FAMÍLIAS MAIS POBRES DA REGIÃO CENTRAL DA CIDADE DE MANAUS,DOAÇÃO REGIÃO CENTRAL DE MANAUS,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,DOAÇÕES,BID/FCAS,5000000.0,0.0,US$,Repagamento,2009-01-05 00:00:00,1900-01-01 00:00:00,,2010-05-26,,,2010-11-30,BR-X1017,,,2013-11-21 00:00:00,2013-11-21 00:00:00,2009
59678,PROJETO DE PREVENÇÃO E COMBATE AO DESMATAMENTO E CONSERVAÇÃO DA FLORESTA TROPICAL NO ESTADO DO AMAZONAS - PROFLORAM,DOAÇÃO PROFLORAM,MEIO AMBIENTE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,DOAÇÕES,KfW/DOAÇÃO,,,€,Repagamento,2009-04-13 00:00:00,2011-07-16 00:00:00,,,,,2010-11-23,200866822,,,2015-12-31 00:00:00,2015-12-31 00:00:00,2009
59768,PROGRAMA DE SANEAMENTO INTEGRADO DE MAUÉS,PROSAIMAUÉS - AM,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,24500000.0,10500000.0,US$,Repagamento,2010-06-15 00:00:00,2012-12-30 00:00:00,2012-10-29,2012-11-20,2013-12-03,51/2013,2013-12-23,2846/OC-BR,2019-06-15 00:00:00,2038-12-15 00:00:00,2018-12-23 00:00:00,2019-08-23 00:00:00,2010
59770,PROGRAMA SOCIAL E AMBIENTAL DOS IGARAPÉS DE MANAUS - PROSAMIM III,PROSAMIM III,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,280000000.0,120000000.0,US$,Repagamento,2010-06-17 00:00:00,2013-10-07 00:00:00,2011-11-10,2011-12-13,2012-03-01,07/2012,2012-03-16,2676/OC-BR,2017-07-30 00:00:00,2037-01-30 00:00:00,2017-03-16 00:00:00,2021-06-16 00:00:00,2010
59861,PROGRAMA DE ACELERAÇÃO DO DESENVOLVIMENTO DA EDUCAÇÃO DO AMAZONAS,PADEAM - AM,,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,328700000.0,143200000.0,US$,Arquivado,2011-10-13 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2011
59876,"PROGRAMA SOCIOAMBIENTAL DOS IGARAPÉS DE MANAUS - IGARAPÉS DO BINDÁ, SESC, SHARP E SÃO SEBASTIÃO",PROSAMIM BINDÁ/SESC/SHARP/S.SEBASTI,DESENVOLVIMENTO URBANO E MOBILIDADE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,52500000.0,22500000.0,US$,Repagamento,2012-01-02 00:00:00,2014-05-07 00:00:00,2013-07-04,2012-12-18,2014-09-03,30/2014,2014-09-29,CFX2249,2019-03-29 00:00:00,2030-03-29 00:00:00,2018-09-29 00:00:00,2018-09-29 00:00:00,2012
59879,PROGRAMA DE MELHORIAS E EXPANSÃO DO SISTEMA VIÁRIO DE MANAUS - AMAZONAS,PROVIÁRIO MANAUS,LOGÍSTICA E TRANSPORTE,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,127500000.0,54643000.0,US$,Arquivado,2012-01-03 00:00:00,2017-02-23 00:00:00,,2013-02-25,,,,,,,,,2012
59886,APOIO À PREPARAÇÃO DO PROGRAMA DE SANEAMENTO INTEGRADO DE MAUÉS - PROSAIMAUÉS,DOAÇÃO - PROSAIMAUÉS,SANEAMENTO BÁSICO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,DOAÇÕES,BID,600000.0,0.0,US$,Repagamento,2012-03-13 00:00:00,2014-05-07 00:00:00,,2012-03-02,,,2012-04-16,BR-T1244,,,,2014-12-11 00:00:00,2012
59918,"CONSTRUÇÃO DA ARENA DA AMAZÔNIA - COBERTURA, FACHADA E MEMBRANA", Cobertura fachada e membrana,DESPORTO E LAZER,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,50000000.0,0.0,US$,Arquivado,2012-11-26 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2012
59946,PROGRAMA DE MODERNIZAÇÃO E FORTALECIMENTO DA GESTÃO FISCAL DO ESTADO DO AMAZONAS,PROFISCO - AMAZONAS,FORTALECIMENTO INSTITUCIONAL,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,36900000.0,4100000.0,US$,Arquivado,2013-04-08 00:00:00,2016-05-13 00:00:00,2014-09-11,2014-10-17,,,,3296/OC-BR,,,,2021-01-01 00:00:00,2013
59967,PROGRAMA DE CONSOLIDAÇÃO DO EQUILÍBRIO FISCAL PARA A MELHORIA DA PRESTAÇÃO DE SERVIÇOS PÚBLICOS DO ESTADO DO AMAZONAS,PROCONFIS/AM,ENCARGOS ESPECIAIS,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,184000000.0,0.0,US$,Repagamento,2013-06-03 00:00:00,2015-08-08 00:00:00,2013-11-22,2013-12-18,2013-12-18,67,2013-12-23,3139,2018-10-15 00:00:00,2033-10-15 00:00:00,2016-12-23 00:00:00,2016-12-23 00:00:00,2013
59967,PROGRAMA DE CONSOLIDAÇÃO DO EQUILÍBRIO FISCAL PARA A MELHORIA DA PRESTAÇÃO DE SERVIÇOS PÚBLICOS DO ESTADO DO AMAZONAS,PROCONFIS/AM,ENCARGOS ESPECIAIS,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,216000000.0,0.0,US$,Repagamento,2013-06-03 00:00:00,2015-08-08 00:00:00,2014-04-14,2014-05-23,2014-09-03,31,2014-09-23,83760-IBRD,2019-09-15 00:00:00,2039-03-15 00:00:00,2016-01-31 00:00:00,2016-01-31 00:00:00,2013
59990,PROGRAMA DE CRÉDITO MULTI-SETORIAL PARA O DESENVOLVIMENTO SUSTENTÁVEL DO ESTADO DO AMAZONAS - PRODESUS,PRODESUS,CRÉDITO,ESTADO DO AMAZONAS,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,70000000.0,14000000.0,US$,Arquivado,2013-08-14 00:00:00,2018-05-12 00:00:00,,,,,,,,,,,2013
